country,countryname,StartDate,EndDate,Status,Progress,Duration,Finished,RecordedDate,home,gathering,distance,hands,help_covid,donate_covid,volunteer_covid,help,donate,volunteer,admiration,calm,compassion,determination,moved,gratitude,hope,love,relief,pleasure,anger,anxiety,boredom,confusion,disgust,fear,frustration,loneliness,regret,sadness,ERQ1_rumination,ERQ2_reappraisal,ERQ3_suppression,ERQ4_socialsharing,ERQ5_distraction,ERQ6_acceptance,support,connected,phy_healthy,mentally_healthy,stressed,tired,depressed,res_1,res_2,euda_1,euda_2,swl,sympathy,concerned,overwhelmed,distressed,self_vulnerable,country_vulnerable,age,education,gender,ladder,employment,losejob,covidsymptom,language,datasource,ISO3,longstring,na_count
193,Ukraine,30/04/2020 10:46,30/04/2020 11:00,0,100,836,1,30/04/2020 11:00,85,100,90,70,0,0,0,0,0,0,3,2,6,4,4,4,5,5,2,3,4,5,4,3,3,5,4,3,6,4,3,4,3,2,4,2,2,2,78,77,79,80,80,4,3,4,2,5,6,4,2,6,6,8,26,20,2,6,"2,4",NA,0,UK,snowball,UKR,3,0
193,Ukraine,30/04/2020 15:44,30/04/2020 15:57,0,100,748,1,30/04/2020 15:57,70,100,100,100,1,1,0,1,1,0,5,4,6,6,4,6,3,6,3,6,3,3,0,0,0,3,3,0,5,2,4,4,3,5,4,6,5,6,100,89,16,50,0,6,6,5,4,7,4,4,0,0,10,7,31,18,2,5,1,NA,0,UK,snowball,UKR,3,0
193,Ukraine,29/04/2020 08:24,29/04/2020 08:33,0,100,551,1,29/04/2020 08:33,82,100,77,61,0,0,0,0,0,0,2,3,2,1,4,3,2,1,2,0,6,5,6,5,1,5,3,6,3,5,5,1,3,5,5,3,4,2,82,33,92,91,94,1,3,3,1,7,5,5,6,6,9,7,27,15,2,6,1,NA,0,UK,snowball,UKR,1,0
193,Ukraine,05/05/2020 01:47,05/05/2020 02:02,0,100,904,1,05/05/2020 02:02,51,100,100,100,1,0,1,1,0,0,4,2,4,4,5,3,2,6,0,6,3,5,5,0,0,4,4,0,4,6,4,4,5,4,3,2,3,5,67,85,73,52,80,6,6,4,3,2,6,6,1,3,10,10,45,16,1,6,1,NA,1,UK,snowball,UKR,2,0
193,Ukraine,05/05/2020 01:49,05/05/2020 02:01,0,100,691,1,05/05/2020 02:01,0,90,90,100,0,0,0,1,0,0,4,4,4,4,5,4,4,5,4,6,3,2,0,1,0,0,1,0,0,1,1,4,5,3,4,5,4,5,100,92,14,39,0,5,5,5,5,7,6,4,6,3,4,5,42,15,2,7,1,NA,0,UK,snowball,UKR,4,0
193,Ukraine,05/05/2020 01:15,05/05/2020 01:27,0,100,707,1,05/05/2020 01:27,100,100,80,100,0,0,0,1,0,1,1,3,3,2,1,4,2,4,1,4,3,3,3,3,1,2,4,4,0,4,4,4,5,4,2,4,4,3,48,48,100,90,54,2,3,3,2,5,2,3,3,4,2,10,35,17,2,5,5,NA,0,UK,snowball,UKR,4,0
193,Ukraine,29/04/2020 08:03,29/04/2020 08:14,0,100,629,1,29/04/2020 08:14,82,100,92,100,1,0,0,1,1,0,5,4,3,2,4,5,6,6,1,2,5,2,4,2,3,0,2,3,2,3,4,5,1,1,4,3,6,6,29,80,93,95,22,4,5,3,4,8,6,6,4,2,10,10,44,20,1,9,1,NA,1,UK,snowball,UKR,2,0
193,Ukraine,10/05/2020 09:03,10/05/2020 09:43,0,100,2389,1,10/05/2020 09:43,64,100,84,100,0,1,0,1,1,1,3,1,4,2,4,4,4,3,3,2,4,3,3,4,2,2,3,3,5,2,3,4,5,1,4,3,2,2,57,60,62,63,46,2,4,3,2,7,5,5,4,5,4,10,37,16,2,7,1,NA,0,UK,snowball,UKR,3,0
193,Ukraine,29/04/2020 08:22,29/04/2020 08:33,0,100,665,1,29/04/2020 08:33,100,100,87,100,0,0,0,0,0,0,0,2,5,4,2,3,2,3,1,4,4,2,4,2,6,0,3,2,2,3,4,2,0,0,5,3,3,5,72,82,5,15,90,1,1,2,0,3,6,0,0,0,9,8,24,17,1,4,5,0,0,UK,snowball,UKR,2,0
193,Ukraine,05/05/2020 12:45,05/05/2020 12:55,0,100,636,1,05/05/2020 12:55,22,100,100,100,1,0,0,1,1,1,2,2,2,3,1,2,4,2,1,2,6,6,5,2,2,2,5,5,4,6,4,4,3,2,4,3,3,3,100,63,100,100,93,3,3,3,3,5,5,3,3,3,6,7,41,16,2,5,2,NA,0,UK,snowball,UKR,3,0
193,Ukraine,03/05/2020 04:16,03/05/2020 04:31,0,100,927,1,03/05/2020 04:31,90,100,90,40,1,0,0,0,0,1,5,5,5,5,4,3,2,6,2,6,2,4,2,5,2,3,3,1,4,4,4,3,3,5,4,4,4,5,68,76,76,82,30,4,4,5,3,8,4,3,4,3,9,8,37,14,1,5,2,NA,0,UK,snowball,UKR,4,0
193,Ukraine,05/05/2020 01:01,05/05/2020 01:16,0,100,890,1,05/05/2020 01:16,70,100,90,100,0,0,0,0,0,0,4,5,4,5,5,5,5,5,5,5,1,2,2,3,0,1,1,6,1,4,3,4,5,5,6,5,4,5,43,70,93,100,100,3,5,3,1,6,4,4,2,1,5,1,25,17,2,4,5,1,0,UK,snowball,UKR,7,0
193,Ukraine,29/04/2020 12:13,30/04/2020 01:12,0,100,46744,1,30/04/2020 01:12,71,71,30,100,0,0,0,1,0,0,2,3,2,3,0,3,2,4,0,2,0,1,0,1,0,0,0,3,1,3,1,3,6,0,0,6,3,2,91,91,19,8,9,5,4,6,5,7,2,4,0,2,8,10,41,16,2,6,1,NA,0,RU,snowball,UKR,3,0
193,Ukraine,04/05/2020 08:47,04/05/2020 08:56,0,100,522,1,04/05/2020 08:56,90,100,98,100,0,0,0,1,1,1,1,3,5,4,2,3,3,2,2,3,2,4,1,4,2,2,5,2,1,5,6,5,6,2,3,6,1,2,61,71,71,71,46,4,3,4,4,8,5,6,1,1,8,10,27,16,2,3,1,NA,2,UK,snowball,UKR,2,0
193,Ukraine,05/05/2020 03:24,05/05/2020 03:36,0,100,699,1,05/05/2020 03:36,84,100,100,100,1,0,0,1,1,0,5,5,4,1,4,4,2,3,6,2,1,4,0,6,0,2,5,0,6,5,4,3,1,0,5,6,0,0,44,79,36,84,21,3,1,5,5,7,6,6,2,0,10,10,39,16,2,7,5,0,1,UK,snowball,UKR,2,0
193,Ukraine,29/04/2020 08:08,29/04/2020 08:14,0,66,375,0,06/05/2020 08:15,95,100,70,70,1,0,0,1,0,0,3,2,0,0,1,3,1,3,0,3,3,4,3,1,0,2,3,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,UK,snowball,UKR,2,0
193,Ukraine,05/05/2020 01:08,05/05/2020 01:19,0,100,607,1,05/05/2020 01:19,94,100,80,94,0,0,0,1,0,0,6,0,6,1,3,5,1,6,1,4,1,5,1,5,2,3,4,4,4,3,4,5,6,5,4,1,3,5,51,52,83,42,85,4,4,3,2,8,6,6,5,5,8,8,56,11,1,7,2,NA,0,UK,snowball,UKR,3,0
193,Ukraine,06/05/2020 08:23,06/05/2020 08:33,0,100,596,1,06/05/2020 08:33,100,100,81,100,1,0,0,0,0,0,2,3,2,2,4,3,4,6,2,6,4,4,2,2,2,4,5,0,5,5,4,3,3,2,4,3,4,5,100,64,88,100,68,3,3,5,1,7,6,6,5,6,10,10,34,16,2,8,2,NA,0,UK,snowball,UKR,3,0
193,Ukraine,07/05/2020 10:31,07/05/2020 10:57,0,100,1561,1,07/05/2020 10:57,71,70,35,100,0,0,0,1,1,0,2,3,5,2,5,3,2,3,4,5,5,4,4,3,3,3,4,0,5,6,0,0,5,6,0,6,3,4,79,100,13,82,82,0,4,3,1,7,6,6,6,5,2,4,50,15,2,7,1,NA,0,RU,snowball,UKR,3,0
193,Ukraine,05/05/2020 07:34,05/05/2020 07:43,0,100,509,1,05/05/2020 07:43,100,100,100,16,0,0,0,0,0,0,4,3,3,2,2,6,6,6,2,6,4,4,1,4,0,4,1,5,5,6,2,4,5,6,6,2,5,5,75,86,99,100,42,6,6,6,6,8,5,6,0,5,10,9,20,12,2,4,1,NA,1,UK,snowball,UKR,3,0
193,Ukraine,05/05/2020 01:40,05/05/2020 01:53,0,91,766,0,12/05/2020 01:53,50,100,35,31,1,0,0,1,0,0,2,4,5,5,0,2,5,6,5,6,3,4,4,1,3,4,1,0,0,2,1,3,4,4,6,3,2,4,100,100,53,68,47,6,5,4,5,7,6,3,2,2,9,7,40,17,2,7,1,NA,NA,UK,snowball,UKR,2,0
193,Ukraine,30/04/2020 10:25,30/04/2020 10:58,0,100,1968,1,30/04/2020 10:58,60,60,90,100,0,0,0,0,0,0,1,4,5,2,4,1,4,5,0,1,1,1,1,1,1,0,0,0,3,1,0,1,2,3,1,5,4,4,89,100,0,0,0,4,4,6,5,7,4,3,0,3,5,8,40,22,2,7,1,NA,0,RU,snowball,UKR,6,0
193,Ukraine,05/05/2020 02:15,05/05/2020 02:30,0,100,887,1,05/05/2020 02:30,85,100,53,100,0,0,0,1,1,1,4,5,2,4,3,5,5,4,5,5,5,2,5,3,2,0,5,5,3,2,3,3,2,5,5,5,3,3,90,78,0,9,10,5,4,6,4,7,5,4,2,2,9,8,50,20,2,8,2,NA,0,UK,snowball,UKR,3,0
193,Ukraine,02/05/2020 15:57,02/05/2020 16:06,0,100,488,1,02/05/2020 16:06,82,100,100,100,0,0,0,0,0,0,3,5,3,6,0,0,3,2,0,1,6,3,2,0,1,0,1,0,0,5,2,3,6,1,0,4,4,6,100,100,0,51,0,5,4,5,6,7,5,6,0,1,10,10,39,15,2,4,1,NA,1,UK,snowball,UKR,2,0
193,Ukraine,29/04/2020 09:57,29/04/2020 10:01,0,100,238,1,29/04/2020 10:01,100,100,100,100,0,0,0,0,0,0,3,5,3,4,4,4,2,4,1,5,1,3,4,2,0,0,1,1,2,0,4,5,6,5,5,5,5,2,100,100,23,9,4,4,6,6,5,8,5,5,1,0,7,8,26,15,1,6,1,NA,0,UK,snowball,UKR,3,0
193,Ukraine,30/04/2020 11:35,30/04/2020 11:44,0,100,551,1,30/04/2020 11:44,80,100,90,50,0,0,0,1,1,0,2,2,3,0,3,6,2,2,5,4,6,6,5,3,5,6,4,0,2,4,6,3,6,0,6,0,3,0,71,100,100,1,71,1,1,3,3,5,3,6,3,6,10,10,27,15,2,5,1,NA,0,UK,snowball,UKR,2,0
193,Ukraine,29/04/2020 09:40,29/04/2020 10:00,0,100,1195,1,29/04/2020 10:00,90,100,100,11,0,0,0,0,0,0,4,4,4,1,5,6,2,6,5,6,2,3,4,4,0,1,4,1,0,4,4,4,0,6,5,5,5,4,86,69,41,53,5,1,1,4,4,7,6,5,4,2,1,10,24,17,2,8,2,NA,0,UK,snowball,UKR,3,0
193,Ukraine,29/04/2020 07:10,29/04/2020 07:31,0,100,1257,1,29/04/2020 07:31,80,100,80,50,0,0,0,1,0,0,3,3,2,3,0,3,3,5,3,5,4,3,3,2,1,0,3,1,1,3,3,2,4,0,4,3,3,4,100,99,49,81,64,4,4,5,5,8,4,6,0,2,3,8,38,16,1,7,1,NA,0,UK,snowball,UKR,2,0
193,Ukraine,06/05/2020 08:34,06/05/2020 08:45,0,100,704,1,06/05/2020 08:45,44,100,21,100,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,5,5,3,0,6,5,6,6,5,5,5,2,0,5,5,5,4,0,3,100,52,95,96,95,6,5,0,0,0,0,5,5,0,2,8,45,16,2,8,2,NA,0,RU,snowball,UKR,5,0
193,Ukraine,07/05/2020 00:30,07/05/2020 00:43,0,100,800,1,07/05/2020 00:43,90,100,74,86,0,1,1,0,0,0,1,3,3,1,3,3,3,3,1,4,0,0,2,0,0,1,1,1,1,1,2,5,5,1,1,5,3,3,68,87,17,41,5,4,3,4,4,6,5,5,5,4,5,5,41,17,2,7,2,NA,1,UK,snowball,UKR,5,0
193,Ukraine,29/04/2020 09:24,29/04/2020 09:33,0,100,532,1,29/04/2020 09:33,92,100,72,9,0,0,0,0,0,0,4,2,5,5,4,4,1,5,4,5,4,3,2,3,1,2,4,4,3,4,2,4,0,6,5,4,5,5,100,81,93,68,28,5,4,5,5,8,4,3,0,2,8,7,20,13,2,7,4,NA,0,UK,snowball,UKR,2,0
193,Ukraine,07/05/2020 11:04,07/05/2020 11:11,0,100,430,1,07/05/2020 11:11,70,60,100,29,0,0,0,1,0,0,2,2,3,2,2,2,2,6,2,4,4,4,5,2,3,3,2,0,3,4,3,2,5,4,2,3,2,3,100,63,44,70,28,6,6,4,6,8,5,3,3,5,0,7,41,17,1,7,1,NA,0,RU,snowball,UKR,4,0
193,Ukraine,01/05/2020 06:20,01/05/2020 06:24,0,68,212,0,08/05/2020 06:24,80,100,100,100,0,0,0,0,0,0,2,5,6,5,4,3,6,4,3,2,2,3,3,3,0,5,5,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,UK,snowball,UKR,3,0
193,Ukraine,07/05/2020 20:20,07/05/2020 20:43,0,100,1372,1,07/05/2020 20:43,90,100,75,100,0,0,0,0,0,0,3,5,6,3,2,0,4,5,1,1,3,3,0,4,0,4,0,0,3,2,1,6,6,4,6,2,3,5,90,90,81,81,72,6,6,6,6,9,6,6,6,6,10,10,57,14,2,5,1,NA,0,UK,snowball,UKR,2,0
193,Ukraine,01/05/2020 02:13,01/05/2020 02:22,0,100,517,1,01/05/2020 02:22,90,100,100,100,0,0,0,1,0,0,6,6,4,4,5,6,6,6,4,5,6,6,1,5,4,5,4,2,3,5,5,5,6,3,5,4,4,5,50,38,77,88,61,6,6,4,1,2,5,5,3,5,10,7,36,16,1,7,1,NA,1,UK,snowball,UKR,3,0
193,Ukraine,29/04/2020 13:14,29/04/2020 13:24,0,100,619,1,29/04/2020 13:24,19,85,80,100,1,1,1,0,0,0,0,3,6,3,6,4,6,1,2,3,2,5,3,6,5,4,5,4,5,5,6,5,4,6,5,4,4,5,92,88,100,100,100,2,3,4,1,8,6,5,4,4,10,10,28,16,2,7,1,NA,1,UK,snowball,UKR,2,0
193,Ukraine,05/05/2020 04:32,05/05/2020 04:40,0,100,458,1,05/05/2020 04:40,100,100,100,100,0,0,0,0,0,0,6,6,4,6,4,5,4,3,1,6,0,0,0,0,1,2,0,0,0,0,0,1,4,4,0,0,4,1,100,100,84,2,3,6,6,6,6,9,6,6,6,1,3,6,48,20,2,6,2,NA,0,UK,snowball,UKR,4,0
193,Ukraine,29/04/2020 13:10,29/04/2020 13:22,0,100,723,1,29/04/2020 13:23,60,100,100,70,0,0,0,0,0,0,3,4,3,1,4,0,4,4,0,4,2,3,0,0,0,3,0,0,2,3,5,5,0,5,6,3,1,0,100,100,100,25,9,3,5,5,4,5,6,6,6,0,10,10,32,NA,2,4,1,NA,0,UK,snowball,UKR,3,0
193,Ukraine,05/05/2020 01:01,05/05/2020 01:16,0,100,905,1,05/05/2020 01:16,97,100,100,50,0,1,1,1,1,0,1,1,6,1,3,3,0,3,2,1,5,3,5,5,1,4,4,2,1,5,4,5,6,0,4,4,2,6,68,69,69,100,69,6,5,4,6,6,6,3,3,3,9,10,38,15,2,7,5,0,1,UK,snowball,UKR,2,0
193,Ukraine,29/04/2020 10:00,29/04/2020 10:08,0,100,488,1,29/04/2020 10:08,100,100,100,100,0,1,0,0,0,0,4,4,4,3,4,5,5,4,5,5,2,3,3,2,2,3,2,3,3,2,2,2,2,4,2,5,5,5,81,79,46,37,21,3,5,5,5,7,6,4,2,4,6,8,31,15,2,8,1,NA,0,UK,snowball,UKR,3,0
193,Ukraine,30/04/2020 09:19,30/04/2020 09:34,0,100,899,1,30/04/2020 09:34,100,100,100,100,0,1,0,1,0,0,0,0,6,4,4,0,6,6,3,3,0,3,6,0,6,3,2,0,4,6,2,3,0,2,2,0,3,3,100,100,4,47,48,3,6,6,5,4,6,5,3,5,3,10,60,20,1,5,1,NA,0,RU,snowball,UKR,2,0
193,Ukraine,29/04/2020 09:37,29/04/2020 09:47,0,100,562,1,29/04/2020 09:47,33,100,95,100,0,0,0,0,0,0,2,3,3,4,2,2,4,5,3,3,1,4,1,2,1,3,2,1,2,3,2,4,5,4,6,4,3,3,38,69,72,92,31,4,5,5,4,8,3,4,2,3,7,3,21,15,2,6,4,NA,1,UK,snowball,UKR,2,0
193,Ukraine,05/05/2020 07:25,05/05/2020 08:15,0,100,2955,1,05/05/2020 08:15,69,100,85,100,0,0,0,1,1,0,3,6,5,5,3,5,4,5,2,6,2,1,0,0,0,0,3,1,3,6,3,3,1,4,5,1,3,5,89,78,27,52,52,5,6,5,1,5,3,1,3,1,3,4,19,13,2,5,4,NA,0,UK,snowball,UKR,4,0
193,Ukraine,05/05/2020 08:03,05/05/2020 08:14,0,100,649,1,05/05/2020 08:14,60,100,75,20,0,0,0,0,0,0,3,1,5,2,0,1,3,3,3,5,4,5,1,4,0,5,4,5,4,5,6,6,6,5,5,1,2,5,19,2,8,2,3,2,5,1,0,1,6,3,6,0,6,10,25,15,2,5,"2,5",0,0,UK,snowball,UKR,3,0
193,Ukraine,29/04/2020 14:11,29/04/2020 14:28,0,100,1013,1,29/04/2020 14:28,5,100,97,90,1,0,1,1,0,0,2,3,3,3,3,5,3,4,1,6,0,2,0,1,0,2,1,0,3,2,3,4,0,1,2,5,4,4,98,100,11,5,0,4,5,5,5,4,4,2,0,0,10,10,30,20,2,7,1,NA,0,UK,snowball,UKR,4,0
193,Ukraine,05/05/2020 02:22,05/05/2020 02:31,0,100,550,1,05/05/2020 02:31,100,100,100,100,0,0,0,0,0,0,4,5,4,5,5,3,4,5,4,5,3,2,3,3,1,2,2,2,4,6,6,5,6,0,5,4,3,3,100,100,14,14,13,6,6,6,6,9,6,4,0,1,5,10,20,12,2,5,4,NA,0,UK,snowball,UKR,3,0
193,Ukraine,30/04/2020 12:08,30/04/2020 12:17,0,100,538,1,30/04/2020 12:17,90,100,90,100,1,1,0,1,1,0,5,3,4,4,3,5,3,5,3,3,5,5,4,4,2,4,4,3,4,5,5,4,3,3,4,3,4,5,70,72,82,95,89,4,4,3,3,5,6,5,4,5,9,9,38,16,2,5,1,NA,1,UK,snowball,UKR,2,0
193,Ukraine,30/04/2020 12:06,30/04/2020 12:14,0,100,519,1,30/04/2020 12:14,87,100,15,76,0,0,0,0,0,0,0,2,5,0,0,4,1,3,0,2,5,6,1,5,5,6,6,4,6,3,5,4,6,3,2,5,1,1,79,67,91,2,24,4,0,1,1,7,6,6,6,6,10,10,28,17,2,8,1,NA,0,UK,snowball,UKR,2,0
193,Ukraine,29/04/2020 07:17,29/04/2020 07:26,0,100,543,1,29/04/2020 07:26,90,100,100,100,0,0,0,0,0,0,6,4,0,5,3,1,6,6,3,6,1,0,0,6,0,1,5,4,0,0,6,0,0,6,3,6,6,3,100,77,100,78,32,6,6,6,6,6,6,0,0,0,10,10,24,17,2,7,2,NA,1,UK,snowball,UKR,2,0
193,Ukraine,29/04/2020 05:16,29/04/2020 05:39,0,100,1359,1,29/04/2020 05:39,80,100,90,30,1,0,0,0,0,0,5,4,3,5,3,4,0,0,4,5,0,0,2,0,0,0,1,0,3,0,2,5,0,5,4,2,3,3,81,85,0,20,21,6,6,5,5,9,1,1,1,1,6,4,22,15,1,7,"2,4",NA,1,UK,snowball,UKR,3,0
193,Ukraine,30/04/2020 01:48,30/04/2020 02:07,0,100,1087,1,30/04/2020 02:07,50,100,100,100,0,0,0,0,0,0,6,5,3,6,0,6,3,6,5,6,0,1,0,0,0,1,0,0,0,0,0,5,5,0,1,1,0,6,100,100,0,21,0,6,6,6,6,10,5,5,1,0,1,5,38,16,1,6,1,NA,0,UK,snowball,UKR,4,0
193,Ukraine,30/04/2020 01:26,30/04/2020 01:28,0,67,135,0,07/05/2020 01:29,90,100,59,83,0,0,0,1,0,1,NA,4,NA,4,5,NA,NA,NA,2,NA,NA,3,4,NA,0,3,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,UK,snowball,UKR,1,10
193,Ukraine,29/04/2020 09:44,29/04/2020 09:51,0,100,417,1,29/04/2020 09:51,81,100,100,100,1,1,1,0,0,1,3,3,0,5,3,5,0,6,0,5,3,5,6,0,0,5,0,6,6,5,2,0,3,0,4,4,4,6,100,82,62,100,63,6,6,6,6,6,3,0,0,0,10,10,34,NA,2,8,1,NA,0,UK,snowball,UKR,2,0
193,Ukraine,29/04/2020 07:12,29/04/2020 10:30,0,100,11901,1,29/04/2020 10:30,100,100,100,1,0,0,0,1,0,1,0,3,2,5,0,0,0,3,0,0,3,0,0,0,3,0,0,0,2,0,1,4,5,0,3,5,3,3,100,100,2,28,2,6,6,6,6,9,5,4,2,1,10,10,41,16,2,8,1,NA,0,UK,snowball,UKR,3,0
193,Ukraine,30/04/2020 10:02,30/04/2020 10:15,0,100,777,1,30/04/2020 10:15,80,100,80,100,1,1,0,1,1,0,2,2,6,4,5,4,3,4,2,4,5,5,3,5,5,6,5,5,5,5,5,3,5,3,5,4,3,2,79,62,69,89,85,2,3,2,3,3,3,4,4,4,7,8,31,16,2,5,5,NA,0,UK,snowball,UKR,4,0
193,Ukraine,05/05/2020 01:55,05/05/2020 02:06,0,100,690,1,05/05/2020 02:07,80,100,70,70,1,0,1,1,1,0,4,4,3,4,3,2,3,2,2,4,3,2,4,2,3,2,3,4,3,4,4,4,4,3,4,3,3,3,88,81,49,36,74,4,4,5,4,7,1,1,1,1,3,7,21,15,2,7,4,NA,0,UK,snowball,UKR,2,0
193,Ukraine,30/04/2020 02:00,30/04/2020 02:22,0,100,1317,1,30/04/2020 02:22,9,100,100,90,1,1,1,1,0,0,2,3,5,5,3,5,5,5,3,3,3,5,2,2,0,2,3,2,5,0,3,2,6,4,6,3,2,2,100,73,100,28,93,5,4,6,5,3,6,6,0,6,7,8,30,18,2,3,1,NA,0,UK,snowball,UKR,3,0
193,Ukraine,05/05/2020 23:28,05/05/2020 23:31,0,75,214,0,12/05/2020 23:31,52,61,60,80,0,0,0,0,0,0,1,1,3,1,2,3,2,3,1,4,5,5,4,4,5,4,3,2,3,4,4,3,3,2,3,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,0,3,NA,NA,NA,NA,NA,NA,,NA,NA,UK,snowball,UKR,2,0
193,Ukraine,05/05/2020 00:55,05/05/2020 01:05,0,100,581,1,05/05/2020 01:05,80,100,80,90,0,0,0,0,0,0,3,5,3,5,3,4,3,4,4,5,5,1,2,4,1,1,5,1,4,2,4,4,2,5,4,5,2,5,80,94,33,19,52,5,4,4,2,8,5,4,3,2,8,3,39,17,1,9,1,NA,0,UK,snowball,UKR,2,0
193,Ukraine,05/05/2020 00:54,05/05/2020 01:04,0,100,629,1,05/05/2020 01:04,85,100,82,52,0,0,0,1,0,0,1,4,5,3,1,2,4,3,2,2,5,6,5,2,2,3,4,3,2,6,5,3,3,1,2,3,1,3,67,74,80,99,100,4,3,4,4,5,3,3,5,5,10,8,40,17,2,5,1,NA,1,UK,snowball,UKR,2,0
193,Ukraine,05/05/2020 01:10,05/05/2020 01:33,0,100,1414,1,05/05/2020 01:33,11,70,40,50,1,0,0,1,1,1,3,3,4,2,2,5,2,5,1,3,1,2,0,3,0,1,2,2,1,1,2,4,2,4,2,5,5,5,72,50,0,29,2,3,4,5,3,7,4,5,1,2,5,3,55,15,2,5,2,NA,0,UK,snowball,UKR,2,0
193,Ukraine,06/05/2020 15:53,06/05/2020 16:06,0,100,813,1,06/05/2020 16:06,100,100,100,100,0,0,0,0,0,0,0,6,6,3,0,6,6,3,1,2,3,6,0,6,0,6,4,6,6,6,6,3,3,3,3,6,4,4,27,13,100,47,100,3,2,0,3,5,6,6,4,6,10,10,29,17,2,5,5,0,1,UK,snowball,UKR,3,0
193,Ukraine,30/04/2020 02:44,30/04/2020 02:52,0,100,480,1,30/04/2020 02:52,93,90,67,67,0,1,1,0,0,0,2,0,4,3,1,5,1,3,0,2,4,6,3,4,2,3,5,6,6,6,5,3,3,5,5,3,4,5,75,54,100,67,94,2,0,0,1,2,5,6,3,5,9,10,24,17,2,7,1,NA,0,UK,snowball,UKR,3,0
193,Ukraine,05/05/2020 01:10,05/05/2020 01:22,0,100,755,1,05/05/2020 01:22,100,100,100,54,1,0,0,1,0,0,4,6,4,4,4,5,5,3,3,5,0,3,1,3,0,1,1,1,1,0,2,4,4,4,6,2,5,5,53,93,31,32,8,5,5,5,3,7,4,5,1,4,9,9,38,18,2,7,1,NA,0,UK,snowball,UKR,4,0
193,Ukraine,03/05/2020 01:46,03/05/2020 01:59,0,100,778,1,03/05/2020 01:59,100,100,100,100,0,0,0,0,0,0,2,3,1,1,3,3,3,5,1,3,4,3,4,1,0,1,2,4,0,4,5,2,4,3,4,5,3,3,76,100,19,67,100,3,3,2,1,4,3,6,2,2,5,10,32,15,2,5,1,NA,0,UK,snowball,UKR,3,0
193,Ukraine,05/05/2020 23:23,05/05/2020 23:37,0,100,793,1,05/05/2020 23:37,100,100,100,100,0,0,0,0,1,0,0,3,3,0,5,3,5,3,0,3,3,3,3,0,0,5,0,6,3,5,6,6,3,5,5,4,3,3,100,100,16,10,2,6,4,6,3,5,6,0,0,0,9,5,38,16,2,6,1,NA,0,UK,snowball,UKR,4,0
193,Ukraine,01/05/2020 02:01,01/05/2020 02:13,0,100,686,1,01/05/2020 02:13,90,90,90,100,0,1,0,1,1,0,1,2,3,1,3,1,2,4,1,4,4,6,5,4,0,5,4,4,4,4,6,3,4,5,3,3,5,4,61,29,92,8,93,3,1,2,0,3,6,6,6,6,10,10,31,16,2,7,1,NA,0,UK,snowball,UKR,4,0
193,Ukraine,05/05/2020 00:57,05/05/2020 01:07,0,100,601,1,05/05/2020 01:07,100,80,100,70,0,1,0,0,0,0,0,1,6,1,3,6,1,6,1,3,2,6,4,2,4,6,6,2,6,5,4,6,6,0,3,3,0,1,38,67,100,100,100,0,2,1,1,3,6,6,4,6,10,10,26,17,2,6,1,NA,1,UK,snowball,UKR,2,0
193,Ukraine,05/05/2020 07:29,05/05/2020 12:51,0,100,19332,1,05/05/2020 12:52,93,98,100,100,0,0,0,0,0,0,2,3,3,4,2,2,5,4,2,4,4,1,4,4,4,3,4,5,3,4,3,4,1,4,4,4,4,4,30,36,72,66,42,4,4,3,5,3,4,5,2,4,10,10,25,15,1,1,5,1,1,RU,snowball,UKR,3,0
193,Ukraine,29/04/2020 09:27,29/04/2020 09:33,0,100,413,1,29/04/2020 09:34,80,0,100,100,0,0,0,0,0,0,4,5,4,2,6,6,4,5,2,6,4,5,6,6,0,5,3,5,4,5,4,3,5,1,5,2,4,3,80,64,82,60,30,2,5,5,2,6,6,5,4,5,8,10,22,11,2,6,5,1,0,UK,snowball,UKR,2,0
193,Ukraine,05/05/2020 01:05,05/05/2020 01:15,0,100,569,1,05/05/2020 01:15,91,93,80,100,0,0,0,0,0,1,4,3,1,5,2,3,6,6,5,4,3,3,5,2,0,2,1,4,1,4,3,4,5,3,4,3,4,5,92,93,11,8,9,4,6,6,6,8,4,2,0,0,8,8,28,17,1,7,1,NA,2,UK,snowball,UKR,2,0
193,Ukraine,05/05/2020 01:04,05/05/2020 01:14,0,100,605,1,05/05/2020 01:14,40,100,71,100,1,0,0,1,0,0,2,2,4,3,4,4,2,4,3,5,6,5,6,4,2,4,4,1,4,2,4,3,6,2,4,2,4,4,18,40,51,80,44,2,2,1,1,7,3,2,1,1,9,9,39,15,1,6,2,NA,2,UK,snowball,UKR,2,0
